sentence,label,articles,Logical Form,Logical Form 2
"A man in a suit cheering in a library in front of children. Thus, a guy is cheering near some children.",1,"A man in a suit cheering in a library in front of children. Thus, a guy is cheering near some children.","(exists b (IsInLibrary(b) and IsCheeredInFrontOf(a,b)) & (forall d (forall b ( IsInLibrary(b) ->   IsNearChildren(d)))) & (forall a (forall d (forall b (  IsCheeredInFrontOf(a,b) ->  IsCheering(d))))) & (forall a (forall d (forall b (  IsCheeredInFrontOf(a,b) ->   IsNearChildren(d)))))) -> (forall d (IsCheering(d) and IsNearChildren(d)))","(exists a (exists b (IsInLibrary(b) and IsCheeredInFrontOf(a,b))) & (forall f (forall e ( IsInLibrary(e) ->   IsNearChildren(f)))) & (forall i (forall h (forall g (  IsCheeredInFrontOf(g,h) ->  IsCheering(i))))) & (forall l (forall j (forall k (  IsCheeredInFrontOf(j,k) ->   IsNearChildren(l)))))) -> (exists d (IsCheering(d) and IsNearChildren(d)))"
A man in suit waiting for the green light. This implies that a man waits at a red light.,1,A man in suit waiting for the green light. This implies that a man waits at a red light.,(exists a (IsInSuit(a) and WaitsForGreenLight(b))) -> (forall c (IsWaitingAtRedLight(c))),(exists a (exists b (IsInSuit(a) and WaitsForGreenLight(b)))) -> (exists c (IsWaitingAtRedLight(c)))
"A man smokes while leaning against a pillar, which has a ""missing person"" flier posted on it. Thus, a guy smoking against a wall with a flier on it.",1,"A man smokes while leaning against a pillar, which has a ""missing person"" flier posted on it. Thus, a guy smoking against a wall with a flier on it.",(forall b (IsSmoking(a) and IsLeaningAgainst(b)) & (forall a (forall d ( IsSmoking(a) ->   IsNearby(d))))) -> (exists d (IsMissing(c) and IsNearby(d))),(exists a (exists b (IsSmoking(a) and IsLeaningAgainst(b))) & (forall f (forall e ( IsSmoking(e) ->   IsNearby(f))))) -> (exists c (exists d (IsMissing(c) and IsNearby(d))))
"A woman is standing at a podium. Thus, a person is at a podium.",1,"A woman is standing at a podium. Thus, a person is at a podium.","(forall b (IsAt(a,b))) -> (exists c (IsAt(a,c)))","(exists a (exists b (IsAt(a,b)))) -> (exists c (exists a (IsAt(a,c))))"
Four boys are about to be hit by an approaching wave. It follows that a wave is about hit some boys.,1,Four boys are about to be hit by an approaching wave. It follows that a wave is about hit some boys.,(exists b (exists a (IsAboutToBeHit(a) and IsApproaching(b))) & (forall a (forall d ( IsAboutToBeHit(a) ->   IsSome(d)))) & (forall c (forall b (  IsApproaching(b) ->  IsAboutToHit(c)))) & (forall c (forall b ( IsAboutToHit(c) ->   IsApproaching(b))))) -> (forall c (forall d (IsAboutToHit(c) and IsSome(d)))),(exists a (exists b (IsAboutToBeHit(a) and IsApproaching(b))) & (forall f (forall e ( IsAboutToBeHit(e) ->   IsSome(f)))) & (forall h (forall g (  IsApproaching(g) ->  IsAboutToHit(h)))) & (forall i (forall j ( IsAboutToHit(i) ->   IsApproaching(j))))) -> (exists c (exists d (IsAboutToHit(c) and IsSome(d))))
"people are sitting on a bench in front of buildings. Thus, some people are seated on a bench outside.",1,"people are sitting on a bench in front of buildings. Thus, some people are seated on a bench outside.","(forall c (forall b (IsSeatedOn(b,a) and IsOutside(c))) & (forall a (forall d (forall b ( IsSeatedOn(b,a) ->  IsSittingOn(d,a))))) & (forall b (forall a (forall d ( IsSittingOn(d,a) ->  IsSeatedOn(b,a)))))) -> (forall a (exists d (IsSittingOn(d,a) and IsInFrontOf(e))))","(exists c (exists a (exists b (IsSeatedOn(b,a) and IsOutside(c)))) & (forall f (forall h (forall g ( IsSeatedOn(f,g) ->  IsSittingOn(h,g))))) & (forall i (forall j (forall k ( IsSittingOn(i,j) ->  IsSeatedOn(k,j)))))) -> (exists e (exists a (exists d (IsSittingOn(d,a) and IsInFrontOf(e)))))"
The skateboarder is jumping his board in the air while another skateboarder watches. This implies that a skateboarder is jumping.,1,The skateboarder is jumping his board in the air while another skateboarder watches. This implies that a skateboarder is jumping.,(exists b (forall a (IsJumping(a) and IsOnBoard(b) and IsInAir(c))) & (forall b (forall d ( IsJumping(d) ->   IsOnBoard(b))))) -> (forall d (exists d (IsJumping(d)))),(exists c (exists a (exists b (IsJumping(a) and IsOnBoard(b) and IsInAir(c)))) & (forall f (forall e ( IsJumping(e) ->   IsOnBoard(f))))) -> (exists d (IsJumping(d)))
"A man wearing a black hat and coat makes a face with a crowd behind him. As a consequence, a guy is standing near a crowd of people.",1,"A man wearing a black hat and coat makes a face with a crowd behind him. As a consequence, a guy is standing near a crowd of people.","(forall a (IsWearing(a,b) and (MakesFace(a) and IsInCrowd(a))) & (forall c (forall a (forall b (  IsInCrowd(a) ->   IsNear(b,c))))) & (forall c (forall a (forall b (  IsNear(b,c) ->   IsInCrowd(a)))))) -> (forall c (exists b (IsStanding(b) and IsNear(b,c))))","(exists a (exists b (IsWearing(a,b) and (MakesFace(a) and IsInCrowd(a)))) & (forall f (forall e (forall d (  IsInCrowd(d) ->   IsNear(e,f))))) & (forall i (forall h (forall g (  IsNear(g,h) ->   IsInCrowd(i)))))) -> (exists c (exists b (IsStanding(b) and IsNear(b,c))))"
"A group of soldiers march in a parade. Thus, a group of people march in a parade.",1,"A group of soldiers march in a parade. Thus, a group of people march in a parade.",(IsInParade(b)) -> (IsInParade(c)),(exists b (IsInParade(b))) -> (exists c (IsInParade(c)))
The 3 dogs are cruising down the street. This implies that three dogs together.,1,The 3 dogs are cruising down the street. This implies that three dogs together.,(forall a (IsCruising(a)) & (forall a (forall b ( IsTogether(b) ->  IsCruising(a))))) -> (exists b (IsTogether(b))),(exists a (IsCruising(a)) & (forall c (forall d ( IsTogether(c) ->  IsCruising(d))))) -> (exists b (IsTogether(b)))
"The gentleman is speaking while the others are listening. As a consequence, the man is being given respect.",1,"The gentleman is speaking while the others are listening. As a consequence, the man is being given respect.",(forall b (IsSpeaking(b))) -> (exists d (IsGivenRespect(d))),(exists b (IsSpeaking(b))) -> (exists d (IsGivenRespect(d)))
"One child in black is walking down a hill covered in white snow while 2 children are on their knees. Thus, there are three children in this picture, and they are all outside.",1,"One child in black is walking down a hill covered in white snow while 2 children are on their knees. Thus, there are three children in this picture, and they are all outside.",(exists a (IsInThisPicture(a))) -> (forall b (IsOutside(b))),(exists a (IsInThisPicture(a))) -> (exists b (IsOutside(b)))
A group of people are sight seeing and taking pictures. It follows that there are a group of people.,1,A group of people are sight seeing and taking pictures. It follows that there are a group of people.,(IsSightSeeing(a) and IsTakingPictures(c)) -> (IsAGoupOfPeople(a)),(exists c (exists a (IsSightSeeing(a) and IsTakingPictures(c)))) -> (exists a (IsAGoupOfPeople(a)))
"Army men grilling a lot of meat while his troop looks on. Hence, some of the people here have been in the armed forces.",1,"Army men grilling a lot of meat while his troop looks on. Hence, some of the people here have been in the armed forces.",(forall b (IsInArmedForces(b))) -> (exists c (IsArmyMen(c) and IsGrilling(d))),(exists b (IsInArmedForces(b))) -> (exists c (exists d (IsArmyMen(c) and IsGrilling(d))))
"The basketball player in red is challenging the player in white for the ball. Consequently, people are playing basketball.",1,"The basketball player in red is challenging the player in white for the ball. Consequently, people are playing basketball.","(IsInRed(a) and IsChallenging(a,b) and HasBall(a) & (forall a (forall d ( IsInRed(a) ->  IsPlayingBasketball(d)))) & (forall a (forall d (  HasBall(a) ->  IsPlayingBasketball(d))))) -> (IsPlayingBasketball(d))","(exists a (exists b (IsInRed(a) and IsChallenging(a,b) and HasBall(a))) & (forall f (forall g ( IsInRed(f) ->  IsPlayingBasketball(g)))) & (forall i (forall h (  HasBall(h) ->  IsPlayingBasketball(i))))) -> (exists d (IsPlayingBasketball(d)))"
"A older man with gray hair wearing a gray suit next to a green and yellow taxi. Thus, a older man with gray hair wearing a gray suit.",1,"A older man with gray hair wearing a gray suit next to a green and yellow taxi. Thus, a older man with gray hair wearing a gray suit.",(IsOlder(a) and HasGrayHair(b) and WearsGraySuit(c)) -> (IsGreen(d) and IsYellow(d)),(exists c (exists a (exists b (IsOlder(a) and HasGrayHair(b) and WearsGraySuit(c))))) -> (exists d (IsGreen(d) and IsYellow(d)))
"A man drops something, reaching for it while a woman in a beige blazer discusses an important topic. Hence, a woman is talking while a man is reaching for something.",1,"A man drops something, reaching for it while a woman in a beige blazer discusses an important topic. Hence, a woman is talking while a man is reaching for something.","(forall b (IsReachingFor(a,b))) -> (exists d (IsTalking(d)))","(exists a (exists b (IsReachingFor(a,b)))) -> (exists d (IsTalking(d)))"
A crowd watching a skateboarder. This implies that a person is skateboarding.,1,A crowd watching a skateboarder. This implies that a person is skateboarding.,"(IsWatching(a,b)) -> (IsSkateboarding(c))","(exists a (exists b (IsWatching(a,b)))) -> (exists c (IsSkateboarding(c)))"
"A male guitar player is vigorously singing a not to a song in a poorly lit room. As a consequence, a man is singing indoors.",1,"A male guitar player is vigorously singing a not to a song in a poorly lit room. As a consequence, a man is singing indoors.",(exists c (IsMale(a) and IsSinging(a) and IsInPoorlyLitRoom(c)) & (forall e (forall c (  IsInPoorlyLitRoom(c) ->   IsIndoors(e)))) & (forall e (forall c (  IsIndoors(e) ->   IsInPoorlyLitRoom(c))))) -> (forall e (IsSinging(d) and IsIndoors(e))),(exists c (exists a (IsMale(a) and IsSinging(a) and IsInPoorlyLitRoom(c))) & (forall f (forall g (  IsInPoorlyLitRoom(f) ->   IsIndoors(g)))) & (forall i (forall h (  IsIndoors(h) ->   IsInPoorlyLitRoom(i))))) -> (exists e (exists d (IsSinging(d) and IsIndoors(e))))
"The sun breaks through the trees as a child rides a swing. Thus, a child rides a swing in the daytime.",1,"The sun breaks through the trees as a child rides a swing. Thus, a child rides a swing in the daytime.",(forall a (IsBreakingThrough(a) and IsTrees(b)) & (forall e (forall a ( IsBreakingThrough(a) ->   IsDaytime(e)))) & (forall e (forall a (  IsDaytime(e) ->  IsBreakingThrough(a))))) -> (exists e (IsRides(c) and IsSwing(d) and IsDaytime(e))),(exists a (exists b (IsBreakingThrough(a) and IsTrees(b))) & (forall f (forall g ( IsBreakingThrough(f) ->   IsDaytime(g)))) & (forall i (forall h (  IsDaytime(h) ->  IsBreakingThrough(i))))) -> (exists e (exists c (exists d (IsRides(c) and IsSwing(d) and IsDaytime(e)))))
