,Unnamed: 0,label,updated_label,articles,Logical Form,Logical Form 2,result,logical_fallacies,sentence
204,4,0,,"`` When scientists say bears are going extinct , I want people to realize what it looks like . Bears are going to starve to death , '' said Nicklen . ``",(exists b (IsExtinct(b)) & (forall a ( IsGoingExtinct(a) ->  IsStarvingToDeath(a))) & (forall a ( IsStarvingToDeath(a) ->  IsGoingExtinct(a)))) -> (forall c (IsStarvingToDeath(a) and death(c))),(exists b (IsExtinct(b)) & (forall d ( IsGoingExtinct(d) ->  IsStarvingToDeath(d))) & (forall e ( IsStarvingToDeath(e) ->  IsGoingExtinct(e)))) -> (exists c (exists a (IsStarvingToDeath(a) and death(c)))),1,appeal to emotion,
205,5,0,,"No one and nothing would experience it directly since we all live in regions , not the globe .",(~IsExperiencedDirectly(a) and ~IsExperiencedDirectly(b)) -> (IsInRegion(c) and ~IsInGlobe(e)),(exists a (exists b (~IsExperiencedDirectly(a) and ~IsExperiencedDirectly(b)))) -> (exists e (exists c (IsInRegion(c) and ~IsInGlobe(e)))),0,equivocation,
206,6,0,,"By 2070 , that could be about a third of the overall global population at that time .","(forall c (forall b (forall a (IsOver65(c) and (IsGlobalPopulation(a) and IsPeople(b))))) & (forall e (forall c (forall d ( IsOver65(c) ->  WillHaveIncrease(d,e))))) & (forall e (forall c (forall d ( WillHaveIncrease(d,e) ->  IsOver65(c)))))) -> (exists f (forall e (exists e (exists d (WillHaveIncrease(d,e) and IsIn2070(f))))))","(exists c (exists b (exists a (IsOver65(c) and (IsGlobalPopulation(a) and IsPeople(b))))) & (forall i (forall h (forall g ( IsOver65(g) ->  WillHaveIncrease(h,i))))) & (forall k (forall j (forall l ( WillHaveIncrease(j,k) ->  IsOver65(l)))))) -> (exists e (exists d (exists f (WillHaveIncrease(d,e) and IsIn2070(f)))))",1,intentional,
207,7,0,,"Dirty water , dirty air
and insect-borne diseases are a far greater problem today for most people world-wide . Habitat loss and human predation are a far greater problem for most animals . Elephants
won ’ t make it to see a warmer climate .",(IsWarm(b) and ~WillNotReach(a)) -> (IsHabitatLoss(c) and (IsHumanPredation(d) or IsMostAnimals(e))),(exists a (exists b (IsWarm(b) and ~WillNotReach(a)))) -> (exists e (exists c (exists d (IsHabitatLoss(c) and (IsHumanPredation(d) or IsMostAnimals(e)))))),0,fallacy of logic,
208,8,0,,"The problem with the proponents of man-made climate change theories isn ’ t that they might be wrong . The real issue is the arrogance and zealotry found in people who see science not as an ongoing process , but as a religion .",((IsArrogant(a) and IsZealous(d))) -> (IsReligion(f)),(exists a (exists d ((IsArrogant(a) and IsZealous(d))))) -> (exists f (IsReligion(f))),0,fallacy of extension,
209,9,0,,"A recent study found that 9 million people died prematurely from pollution-related diseases in 2015 , accounting for 16 % of all deaths worldwide .",(exists a (exists c (exists b (IsDiedPrematurely(b) and (IsFromPollution(c) and IsIn2015(a))))) & (forall e (forall b ( IsDiedPrematurely(b) ->   IsDeaths(e)))) & (forall c (forall d (  IsFromPollution(c) ->  IsCausedBy(d)))) & (forall c (forall d ( IsCausedBy(d) ->   IsFromPollution(c))))) -> (forall f (IsCausedBy(d) and (IsDeaths(e) and IsWorldwide(f)))),(exists c (exists b (exists a (IsDiedPrematurely(b) and (IsFromPollution(c) and IsIn2015(a))))) & (forall h (forall g ( IsDiedPrematurely(g) ->   IsDeaths(h)))) & (forall j (forall i (  IsFromPollution(i) ->  IsCausedBy(j)))) & (forall k (forall l ( IsCausedBy(k) ->   IsFromPollution(l))))) -> (exists e (exists d (exists f (IsCausedBy(d) and (IsDeaths(e) and IsWorldwide(f)))))),1,ad populum,
210,10,0,,"Ice core drilling shows that 800 years after natural warming , the atmosphere increases in carbon dioxide . The zenith of the Little Ice Age was 300 years ago and since then we have slightly warmed and cooled during a long-term warming trend . Instrumental temperature measurements over the past 150 years show no correlation between human emissions of CO2 and ­temperature . On all timescales it can be shown that there is no correlation between CO2 emissions and global warming .","(exists d (forall c (forall b (exists b (exists a (Is800YearsAfter(a) and IsInAtmosphere(c) and IsNaturalWarming(b) and IsCarbonDioxide(d)))))) & (forall e (forall d (forall f ( IsNoCorrelation(e, f) ->   IsCarbonDioxide(d)))))) -> (forall e (exists e (forall f (forall g (IsNoCorrelation(e, f) and IsOnAnyTimescale(g))))))","(exists c (exists a (exists b (exists d (Is800YearsAfter(a) and IsInAtmosphere(c) and IsNaturalWarming(b) and IsCarbonDioxide(d))))) & (forall j (forall h (forall i ( IsNoCorrelation(h,i) ->   IsCarbonDioxide(j)))))) -> (exists e (exists f (exists g (IsNoCorrelation(e, f) and IsOnAnyTimescale(g)))))",0,intentional,
211,11,0,,There is no proof the current rate of change in Antarctica will continue .,(~IsCurrent(b) and WillContinue(b)) -> (WillNotContinue(a)),(exists b (~IsCurrent(b) and WillContinue(b))) -> (exists a (WillNotContinue(a))),0,intentional,
212,12,0,,"Research shows that this process is overpowering the erosion from sea-level rise , leading to net land-area gain .",(exists b (forall a (IsOverpowering(a) and IsErodedBy(b))) & (forall a ( IsOverpowering(a) ->   Occurs(a)))) -> (forall a (exists c (IsGain(c) and Occurs(a)))),(exists a (exists b (IsOverpowering(a) and IsErodedBy(b))) & (forall e ( IsOverpowering(e) ->   Occurs(e)))) -> (exists c (exists a (IsGain(c) and Occurs(a)))),1,fallacy of credibility,
213,13,0,,"When it thaws and is released , that carbon may evaporate as methane , which is 34 times as powerful a greenhouse-gas warming blanket as carbon dioxide when judged on the timescale of a century ; when judged on the timescale of two decades , it is 86 times as powerful .","(exists a (IsEvaporated(a))) -> (forall d (forall c (IsAsPowerful(a,c) and IsJudgedOn(a,d))))","(exists a (IsEvaporated(a))) -> (exists c (exists a (exists d (IsAsPowerful(a,c) and IsJudgedOn(a,d)))))",1,false dilemma,
214,14,0,,We are the envy of the world .,() -> (),() -> (),0,appeal to emotion,
215,15,0,,"The new research suggests that the oceans hundreds of millions of years ago were much cooler than we thought . If true , that means that the global warming we are currently undergoing is unparallelled within the last 100 million years , and far worse than we had previously calculated .",(forall b (exists a (IsCooler(a) and IsInHundredsOfMillionsOfYearsAgo(b))) & (forall e (forall b (  IsWithinLast100MillionYears(e) ->   IsInHundredsOfMillionsOfYearsAgo(b))))) -> (exists e (forall f (IsUnparalleled(c) and (IsWithinLast100MillionYears(e) and IsWorseThanPreviouslyCalculated(f))))),(exists a (exists b (IsCooler(a) and IsInHundredsOfMillionsOfYearsAgo(b))) & (forall h (forall g (  IsWithinLast100MillionYears(g) ->   IsInHundredsOfMillionsOfYearsAgo(h))))) -> (exists e (exists c (exists f (IsUnparalleled(c) and (IsWithinLast100MillionYears(e) and IsWorseThanPreviouslyCalculated(f)))))),1,fallacy of credibility,
216,16,0,,So it ’ s been a surprise to climate scientists that 2017 has been so remarkably warm — because the last El Niño ended a year ago .,"(IsWarm(b) and IsRemarkablyWarm(b) & (forall c (forall b (forall a ( IsRemarkablyWarm(b) ->  IsSurprisedBy(c,a))))) & (forall c (forall b (forall a ( IsSurprisedBy(c,a) ->  IsRemarkablyWarm(b)))))) -> (IsSurprisedBy(c,a))","(exists b (IsWarm(b) and IsRemarkablyWarm(b)) & (forall e (forall d (forall f ( IsRemarkablyWarm(d) ->  IsSurprisedBy(e,f))))) & (forall i (forall h (forall g ( IsSurprisedBy(g,h) ->  IsRemarkablyWarm(i)))))) -> (exists c (exists a (IsSurprisedBy(c,a))))",1,appeal to emotion,
217,17,0,,"Although the extent of the summer sea ice after 2006 dropped abruptly to levels not expected until 2050 , the predicted 67-per-cent decline in polar bear numbers simply didn ’ t happen .","(IsAtLevels(a,b) and IsExpectedIn2050(c)) -> (~IsPredicted(d))","(exists c (exists a (exists b (IsAtLevels(a,b) and IsExpectedIn2050(c))))) -> (exists d (~IsPredicted(d)))",1,fallacy of extension,
218,18,0,,"Not only do polls suggest the public is unmoved at home and in abroad , serial exaggeration at this point is arguably backfiring , confirming the perils of climate exaggeration .",(forall a (IsUnmoved(a) and IsAtHome(b) or IsAbroad(c))) -> (exists e (exists d (IsBackfiring(d) and IsConfirming(e)))),(exists c (exists a (exists b (IsUnmoved(a) and IsAtHome(b) or IsAbroad(c))))) -> (exists e (exists d (IsBackfiring(d) and IsConfirming(e)))),0,ad populum,
219,19,0,,Green activists are at war with the greatest American foe since the Axis Powers—or so they say .,(forall a (IsAtWarWith(a))) -> (exists c (exists b (IsTheGreatest(a) and (IsAmerican(b) and IsAxisPowers(c))))),(exists a (IsAtWarWith(a))) -> (exists c (exists a (exists b (IsTheGreatest(a) and (IsAmerican(b) and IsAxisPowers(c)))))),0,ad hominem,
220,20,0,,"Global warming is not even the obvious top environmental threat . Dirty water , dirty air
and insect-borne diseases are a far greater problem today for most people world-wide .",(forall b (exists a (IsObvious(b) and IsTopEnvironmentalThreat(a))) & (forall d (forall b (  IsFarGreater(d) ->  IsObvious(b))))) -> (exists d (forall g ((IsInsectBorne(e) and IsFarGreater(d)) and (IsForMostPeople(f) and IsWorldWide(g))))),(exists a (exists b (IsObvious(b) and IsTopEnvironmentalThreat(a))) & (forall h (forall i (  IsFarGreater(h) ->  IsObvious(i))))) -> (exists e (exists d (exists f (exists g ((IsInsectBorne(e) and IsFarGreater(d)) and (IsForMostPeople(f) and IsWorldWide(g))))))),0,false dilemma,
221,21,0,,"And for the media it ’ s ideology , money , and headlines .",(forall b (IsIdeologyFor(b))) -> (exists a (IsImportantFor(b) and (IsMoney(c) or IsHeadlines(a)))),(exists b (IsIdeologyFor(b))) -> (exists c (exists b (exists a (IsImportantFor(b) and (IsMoney(c) or IsHeadlines(a)))))),0,ad hominem,
222,22,0,,"The Earth has experienced five mass extinctions before the one we are living through now , each so complete a slate-wiping of the evolutionary record it functioned as a resetting of the planetary clock , and many climate scientists will tell you they are the best analog for the ecological future we are diving headlong into .","(HasExperienced(a) & (forall a (forall d ( HasExperienced(a) ->   IsSimilarTo(d, a))))) -> (Believe(c) and IsSimilarTo(d, a))","(exists a (HasExperienced(a)) & (forall e (forall f (forall g ( HasExperienced(e) ->   IsSimilarTo(f,g)))))) -> (exists c (exists a (exists d (Believe(c) and IsSimilarTo(d, a)))))",1,faulty generalization,
223,23,0,,"The highest record temperature ever reported was 136 degrees Fahrenheit in Libya in 1922 . The record high temperature for the United States was 134 degrees Fahrenheit in Death Valley , California in 1913 . Fossil fuel emissions in 1913 and 1922 were negligible compared to today .","(IsHighestRecordTemperature(b) and IsInLibya(c) and IsIn1922(a)) -> (IsNegligibleComparedTo(d, a) and ~IsNegligibleComparedTo(f))","(exists c (exists b (exists a (IsHighestRecordTemperature(b) and IsInLibya(c) and IsIn1922(a))))) -> (exists d (exists f (exists a (IsNegligibleComparedTo(d, a) and ~IsNegligibleComparedTo(f)))))",1,intentional,
224,24,0,,"In the very year they had forecast that the Arctic would be “ ice free ” , its thickness increased by a third . Polar bear numbers are rising , not falling . Temperatures in Greenland have shown no increase for decades .",(forall a (IsPredictedToBeIceFree(a) and ~IncreasedByAThird(b))) -> (exists c (IsRising(c))),(exists a (exists b (IsPredictedToBeIceFree(a) and ~IncreasedByAThird(b)))) -> (exists c (IsRising(c))),1,intentional,
225,25,0,,"Why , between 2009 and 2014 , did Defra spend a whopping £12.5 million on an ocean acidification research programme when the issue could have been resolved , for next to nothing , after a few hours ’ basic research ?","(forall d (IsDefra(a) and WasBetween(c,d))) -> (exists e (IsIssueOfOceanAcidification(e) and (IsNextToNothing(f) and IsBasicResearch(g))))","(exists c (exists a (exists d (IsDefra(a) and WasBetween(c,d))))) -> (exists e (exists f (exists g (IsIssueOfOceanAcidification(e) and (IsNextToNothing(f) and IsBasicResearch(g))))))",0,fallacy of extension,
226,26,0,,"For decades , most scientists saw climate change as a distant prospect .",(exists a (MostScientists(b) and IsDistant(a))) -> (forall c (IsUrgent(c))),(exists a (exists b (MostScientists(b) and IsDistant(a)))) -> (exists c (IsUrgent(c))),1,faulty generalization,
227,27,0,,"If your anxiety about global warming is dominated by fears of sea-level rise , you are barely scratching the surface of what terrors are possible , even within the lifetime of a teenager today .",(IsBarelyScratching(a) and ArePossible(b)) -> (IsExperiencing(c)),(exists a (exists b (IsBarelyScratching(a) and ArePossible(b)))) -> (exists c (IsExperiencing(c))),0,appeal to emotion,
228,28,0,,"Skeptics have long pointed to ice gain in the Southern Hemisphere as evidence climate change wasn ’ t occurring , but scientists warned that it was caused by natural variations and circulations in the atmosphere .",(exists c (exists b (IsWarned(a) and (IsCausedBy(b) and IsIn(c))))) -> (forall e (Isn'tOccurring(f) and ~IsOccurring(e))),(exists c (exists a (exists b (IsWarned(a) and (IsCausedBy(b) and IsIn(c)))))) -> (exists e (exists f (Isn'tOccurring(f) and ~IsOccurring(e)))),0,intentional,
229,29,0,,"Furthermore , the overall increases in such things as hurricanes and tornadoes have not materialized . Drought in the western U.S. pales in comparison to the mega-droughts tree rings tell us existed in centuries past . Lake-bottom sediments in Florida tell us that recent major hurricane activity in the Gulf of Mexico has been less frequent than in centuries past . Strong Sandy-type storms occur every year in all the major ocean basins… they just don ’ t happen to hit major metropolitan areas .","(exists b (forall a (IsIncreased(a) and ~IsNotMaterialized(b,c)))) -> (forall d (exists d (IsLessFrequent(d) and (IsInGulfOfMexico(e) and IsInCenturiesPast(f)))))","(exists c (exists a (exists b (IsIncreased(a) and ~IsNotMaterialized(b,c))))) -> (exists e (exists d (exists f (IsLessFrequent(d) and (IsInGulfOfMexico(e) and IsInCenturiesPast(f))))))",1,intentional,
230,30,0,,Should we trust these computer models of doom ?,(forall c (IsPrediction(c) and ~IsDoom(a))) -> (exists a (exists e (IsTrustworthy(e) and ~IsDoom(a)))),(exists c (exists a (IsPrediction(c) and ~IsDoom(a)))) -> (exists e (exists a (IsTrustworthy(e) and ~IsDoom(a)))),0,ad hominem,
231,31,0,,"The rise in Arctic temperatures is probably also tied to a sudden warming of the stratosphere , the atmospheric layer about 30,000 feet high — above where most weather happens — that occurred several weeks ago , Moore said .","(IsTiedTo(a,b) and IsSudden(a) & (forall c (forall a (forall b ( IsTiedTo(a,b) ->  IsOccurred(a,c))))) & (forall c (forall a (  IsSudden(a) ->  IsOccurred(a,c))))) -> (IsOccurred(a,c) and IsSeveralWeeksAgo(c))","(exists a (exists b (IsTiedTo(a,b) and IsSudden(a))) & (forall e (forall d (forall f ( IsTiedTo(d,e) ->  IsOccurred(d,f))))) & (forall h (forall g (  IsSudden(g) ->  IsOccurred(g,h))))) -> (exists c (exists a (IsOccurred(a,c) and IsSeveralWeeksAgo(c))))",1,false causality,
232,32,0,,The World Coal Association disputed the conclusion that stopping global warming calls for an end of coal use .,(exists c (IsDisputed(b) and IsEnded(c)) & (forall c (forall d (  IsEnded(c) ->  IsNotNecessary(d)))) & (forall c (forall d ( IsNotNecessary(d) ->   IsEnded(c)))) & (forall c (forall a (  IsEnded(c) ->   IsStopped(a))))) -> (forall a (IsNotNecessary(d) and IsStopped(a))),(exists c (exists b (IsDisputed(b) and IsEnded(c))) & (forall e (forall f (  IsEnded(e) ->  IsNotNecessary(f)))) & (forall h (forall g ( IsNotNecessary(g) ->   IsEnded(h)))) & (forall j (forall i (  IsEnded(i) ->   IsStopped(j))))) -> (exists d (exists a (IsNotNecessary(d) and IsStopped(a)))),1,false dilemma,
233,33,0,,The problem with this ploy is that carbon dioxide is not a pollutant and it is dishonest to say it is .,(~IsAPollutant(b)) -> (IsDishonest(e)),(exists b (~IsAPollutant(b))) -> (exists e (IsDishonest(e))),0,fallacy of logic,
234,34,0,,"“ It ’ s sobering to think of this magnificent landscape and how fundamentally it can change over a relatively short time period , ” he added .",(IsMelting(a) and IsAlarming(b)) -> (IsAffected(c)),(exists a (exists b (IsMelting(a) and IsAlarming(b)))) -> (exists c (IsAffected(c))),1,appeal to emotion,
235,35,0,,"NASA honored him for this achievement , and he was an author for a previous edition of the U.N. report . He told a House Science Committee hearing in March 2017 that the U.N. climate models have failed badly . Christy compared the average model projections since 1979 to the most reliable observations — those made by satellites and weather balloons over the vast tropics .",(forall c (forall b (exists b (IsHonoredByNASA(b) and HasAchievement(c)))) & (forall e (forall c (  IsInHouseScienceCommittee(e) ->   HasAchievement(c)))) & (forall c (forall f (  IsInMarch2017(f) ->   HasAchievement(c))))) -> (exists f (forall d (IsTold(d) and (IsInHouseScienceCommittee(e) and IsInMarch2017(f)) and AreFailed(g)))),(exists c (exists b (IsHonoredByNASA(b) and HasAchievement(c))) & (forall h (forall i (  IsInHouseScienceCommittee(h) ->   HasAchievement(i)))) & (forall k (forall j (  IsInMarch2017(j) ->   HasAchievement(k))))) -> (exists e (exists d (exists f (exists g (IsTold(d) and (IsInHouseScienceCommittee(e) and IsInMarch2017(f)) and AreFailed(g)))))),1,fallacy of credibility,
236,36,0,,"The 2009 Black Saturday bushfires , which claimed the lives of 173 Australians , are etched into the national consciousness . But in the heatwave that led up to the fires , the number of deaths soared .",(forall c (IsIn2009(a) and (IsOnBlackSaturday(b) and AreAustralians(c)))) -> (exists d (IsSoared(d) and (IsInHeatwave(e) and IsOnFires(f)))),(exists c (exists a (exists b (IsIn2009(a) and (IsOnBlackSaturday(b) and AreAustralians(c)))))) -> (exists e (exists d (exists f (IsSoared(d) and (IsInHeatwave(e) and IsOnFires(f)))))),1,appeal to emotion,
237,37,0,,Anew study produced by a University of Wisconsin-Madison geoscientist and Northwestern astrophysicist presents an explanation of the fluctuations of the earth 's temperatures that global warming alarmists are going to make sure to bury :,(exists c (exists b (IsVarious(b) and (IsOutput(b) and IsOver(c)))) & (forall c (forall d ( IsBury(d) ->   IsOver(c))))) -> (forall e (IsBury(d) and IsStudy(e))),(exists c (exists b (IsVarious(b) and (IsOutput(b) and IsOver(c)))) & (forall f (forall g ( IsBury(f) ->   IsOver(g))))) -> (exists e (exists d (IsBury(d) and IsStudy(e)))),0,fallacy of credibility,
238,38,0,,Global warming activists ’ propensity for doing so shows just how little value they place in a truthful debate .,"(exists b (~IsValuing(a,b))) -> (forall c (~IsValuing(a,c)))","(exists a (exists b (~IsValuing(a,b)))) -> (exists c (exists a (~IsValuing(a,c))))",0,ad hominem,
239,39,0,,"Some one billion people would be forced to attempt to relocate from unlivable conditions , and two billion would face scarcity of water supplies . Agriculture would collapse in the sub-tropics , and food production would suffer dramatically worldwide . The internal cohesion of nation-states like the US and China would unravel .","(forall c (exists b (forall a (exists a (IsSomeone(a) and (AreBillionPeople(b) and AreUnlivableConditions(c)))))) & (forall e (forall c (forall f (  IsUnraveling(e,f) ->   AreUnlivableConditions(c)))))) -> (forall f (exists f (forall e (IsNationState(d) and (IsUnraveling(e,f) or IsUnraveling(f,e))))))","(exists c (exists a (exists b (IsSomeone(a) and (AreBillionPeople(b) and AreUnlivableConditions(c))))) & (forall i (forall h (forall g (  IsUnraveling(g,h) ->   AreUnlivableConditions(i)))))) -> (exists e (exists d (exists f (IsNationState(d) and (IsUnraveling(e,f) or IsUnraveling(f,e))))))",1,intentional,
240,40,0,,"Interstates are under feet of water , local authorities have asked boat owners to join rescue efforts , and most of the streams and rivers near the city are in flood stage .","(IsUnderFeetOfWater(a) and IsWater(b)) -> (ShouldJoin(d,e))","(exists a (exists b (IsUnderFeetOfWater(a) and IsWater(b)))) -> (exists e (exists d (ShouldJoin(d,e))))",1,appeal to emotion,
241,41,0,,"Even then , the report found that polar bears were moving from ice to land earlier and staying on land longer , unhealthily extending the bears ' fasting season . By the end of summer , most bears studied by the World Wildlife Fund showed signs of starvation . Fifteen years later , polar bears ' icy hunting grounds are in even worse shape .",(exists a (IsOnLand(a) and (IsMovingFromIceToLand(a) and IsStayingOnLandLonger(a)))) -> (forall e (IsOnIcyHuntingGrounds(e) and IsExperiencingStarvation(a))),(exists a (IsOnLand(a) and (IsMovingFromIceToLand(a) and IsStayingOnLandLonger(a)))) -> (exists e (exists a (IsOnIcyHuntingGrounds(e) and IsExperiencingStarvation(a)))),1,appeal to emotion,
242,42,0,,"If ECS is as low as the Energy Balance literature suggests , it means that the climate models we have been using for decades run too hot and need to be revised .",(exists a (IsLow(a))) -> (forall c (IsRevised(c))),(exists a (IsLow(a))) -> (exists c (IsRevised(c))),1,intentional,
243,43,0,,"To the extent that the cost of weather disasters has risen over time , that is well known to be the result of modern society building more infrastructure in areas that are prone to damage from weather—which is almost everywhere .","(forall b (exists b (IsRisenOverTime(b)))) -> (exists d (forall c ((IsBuiltIn(c,d) and IsAlmostEverywhere(e)))))","(exists b (IsRisenOverTime(b))) -> (exists e (exists c (exists d ((IsBuiltIn(c,d) and IsAlmostEverywhere(e))))))",1,false dilemma,
244,44,0,,Construction and maintenance of wind and solar facilities ­release far more carbon dioxide than they are meant to save over their working lives and they need to be sup­ported 24/7 by coal-fired generators .,"(forall d (forall b (exists a ((IsReleasedMore(a,b) and SavesMore(c,d)) and ~They(d))))) -> (forall f (IsNeeded(e,f) and (IsWind(f) and IsSolar(f))))","(exists c (exists a (exists b (exists d ((IsReleasedMore(a,b) and SavesMore(c,d)) and ~They(d)))))) -> (exists e (exists f (IsNeeded(e,f) and (IsWind(f) and IsSolar(f)))))",0,intentional,
245,45,0,,"Others have argued that the records were caused by El Nino , a complex natural phenomenon that takes place every few years , and has nothing to do with greenhouse gas emissions by humans .","(IsCausedBy(a)) -> (IsNothingToDoWith(a,b) and ~IsEmittedBy(c))","(exists a (IsCausedBy(a))) -> (exists c (exists a (exists b (IsNothingToDoWith(a,b) and ~IsEmittedBy(c)))))",0,intentional,
246,46,0,,"Salmon are crucial to their coastal ecosystem like perhaps few other species on the planet . A significant portion of the nitrogen in West Coast forests has been traced back to salmon , which can travel hundreds of miles upstream to lay their eggs . The largest trees on Earth simply wouldn ’ t exist without salmon .","(forall b (IsCrucialTo(a,b))) -> (exists d (forall c (exists a (IsWithout(a,c) and (AreLargestTreesOnEarth(d) or ~IsOnEarth(d))))))","(exists a (exists b (IsCrucialTo(a,b)))) -> (exists c (exists a (exists d (IsWithout(a,c) and (AreLargestTreesOnEarth(d) or ~IsOnEarth(d))))))",1,fallacy of logic,
247,47,0,,"Furthermore , whereas in 2008 most of the ice was extremely thin , this year most has been at least two metres thick .",(exists a (IsThin(a) and WasIn2008(b)) & (forall d (forall b (  WasIn2008(b) ->   IsThisYear(d)))) & (forall d (forall b (  IsThisYear(d) ->   WasIn2008(b))))) -> (forall d (IsAtLeastTwoMetersThick(a) and IsThisYear(d))),(exists a (exists b (IsThin(a) and WasIn2008(b))) & (forall e (forall f (  WasIn2008(e) ->   IsThisYear(f)))) & (forall h (forall g (  IsThisYear(g) ->   WasIn2008(h))))) -> (exists a (exists d (IsAtLeastTwoMetersThick(a) and IsThisYear(d)))),1,intentional,
248,48,0,,Adding more CO2 molecules to the atmosphere is like painting over a red wall with white paint — the first coat does most of the work of concealing the red .,"(exists c (IsAddedTo(a,b) and IsConcealedBy(a,c))) -> (forall f (IsFirstCoat(d) and IsConcealedBy(e,f)))","(exists c (exists a (exists b (IsAddedTo(a,b) and IsConcealedBy(a,c))))) -> (exists e (exists d (exists f (IsFirstCoat(d) and IsConcealedBy(e,f)))))",1,fallacy of extension,
249,49,0,,"To limit global warming to 1.5 degree C is “ possible within the laws of chemistry and physics , ” said Jim Skea , co-chair of IPCC Working Group III . “ But doing so would require unprecedented changes . ”",(exists b (IsWithinLawsOfChemistryAndPhysics(b))) -> (forall a (IsRequired(a) and IsWithinLawsOfChemistryAndPhysics(b))),(exists b (IsWithinLawsOfChemistryAndPhysics(b))) -> (exists a (exists b (IsRequired(a) and IsWithinLawsOfChemistryAndPhysics(b)))),1,fallacy of extension,
250,50,0,,The role of the sun and clouds was not considered important by modellers . They are the major drivers for the climate on our planet .,"(IsImportantFor(a,c) and IsClimate(c)) -> (IsNotImportantFor(a,d) and DidNotConsider(e))","(exists c (exists a (IsImportantFor(a,c) and IsClimate(c)))) -> (exists e (exists a (exists d (IsNotImportantFor(a,d) and DidNotConsider(e)))))",1,fallacy of relevance,
251,51,0,,In this scenario they may still have the opportunity to visit a living Great Barrier Reef .,"(IsVisit(a,b) and HasOpportunity(a,b)) -> (IsLiving(c))","(exists a (exists b (IsVisit(a,b) and HasOpportunity(a,b)))) -> (exists c (IsLiving(c)))",1,appeal to emotion,
252,52,0,,"The melting Greenland ice sheet is already a major contributor to rising sea level and if it was eventually lost entirely , the oceans would rise by six metres around the world , flooding many of the world ’ s largest cities .",(forall b (IsInGreenland(a) and ContributesTo(b)) & (forall c (forall b (  ContributesTo(b) ->   RisesBy(c)))) & (forall c (forall b (  RisesBy(c) ->   ContributesTo(b)))) & (forall e (forall b (  Floods(e) ->   ContributesTo(b))))) -> (forall d (exists c (exists a (IsLost(a) and (RisesBy(c) and Contains(d)))))),(exists a (exists b (IsInGreenland(a) and ContributesTo(b))) & (forall f (forall g (  ContributesTo(f) ->   RisesBy(g)))) & (forall h (forall i (  RisesBy(h) ->   ContributesTo(i)))) & (forall k (forall j (  Floods(j) ->   ContributesTo(k))))) -> (exists c (exists a (exists d (IsLost(a) and (RisesBy(c) and Contains(d)))))),1,appeal to emotion,
253,53,0,,In recent years there has been more polar ice in the world than at any time since satellite records began in 1979 .,(forall d (forall c (exists c (forall b (IsInPolarIce(b) and (IsInWorld(c) and IsSinceSatelliteRecords(d)))))) & (forall b (forall g ( IsInPolarIce(b) ->   IsInPolarIceIncrease(g)))) & (forall b (forall g (  IsInPolarIceIncrease(g) ->  IsInPolarIce(b)))) & (forall c (forall f (  IsInWorld(c) ->  IsExperiencing(f)))) & (forall c (forall f ( IsExperiencing(f) ->   IsInWorld(c)))) & (forall e (forall f (  IsIn1979(e) ->  IsExperiencing(f))))) -> (forall f (exists g (IsExperiencing(f) and IsInPolarIceIncrease(g)))),(exists c (exists b (exists d (IsInPolarIce(b) and (IsInWorld(c) and IsSinceSatelliteRecords(d))))) & (forall h (forall i ( IsInPolarIce(h) ->   IsInPolarIceIncrease(i)))) & (forall k (forall j (  IsInPolarIceIncrease(j) ->  IsInPolarIce(k)))) & (forall m (forall l (  IsInWorld(l) ->  IsExperiencing(m)))) & (forall o (forall n ( IsExperiencing(n) ->   IsInWorld(o)))) & (forall q (forall p (  IsIn1979(p) ->  IsExperiencing(q))))) -> (exists f (exists g (IsExperiencing(f) and IsInPolarIceIncrease(g)))),1,intentional,
254,54,0,,"And on and on it goes — there are 80 graphs in all , each showing in its different way why the scare about global warming has been horribly overdone because the evidence just doesn ’ t support its being unusual or a problem .",(exists e (exists d (Is80(c) and (IsGlobalWarming(a) and IsScare(d)) and IsOverdone(e))) & (forall a (  IsGlobalWarming(a) ->  IsInGlobalWarming(a))) & (forall a ( IsInGlobalWarming(a) ->   IsGlobalWarming(a))) & (forall a (  IsGlobalWarming(a) ->   IsProblem(a)))) -> (forall a (IsInGlobalWarming(a) and ~IsUnusual(g) and ~IsProblem(a))),(exists e (exists c (exists d (exists a (Is80(c) and (IsGlobalWarming(a) and IsScare(d)) and IsOverdone(e))))) & (forall i (  IsGlobalWarming(i) ->  IsInGlobalWarming(i))) & (forall j ( IsInGlobalWarming(j) ->   IsGlobalWarming(j))) & (forall k (  IsGlobalWarming(k) ->   IsProblem(k)))) -> (exists a (exists g (IsInGlobalWarming(a) and ~IsUnusual(g) and ~IsProblem(a)))),0,fallacy of logic,
